"name","city","state","zipcode","address","phone_no","page_url"
"The Comfort King A/C & Heating","The Woodlands","Texas","77380","The Woodlands Texas, US-77380","281-364-8400","https://www.trane.com/residential/en/dealers/the-comfort-king-a-c-and-heating-the-woodlands-tx/"
"The AC Guys","Las Vegas","Nevada","89081","Las Vegas Nevada, US-89081","702-331-3333","https://www.trane.com/residential/en/dealers/the-ac-guys-las-vegas-nv/"
"The A/C Guy","St. Simons Island","Georgia","31522","St. Simons Island Georgia, US-31522","912-638-5778","https://www.trane.com/residential/en/dealers/the-a-c-guy-st-simons-island-ga/"
"TEXAS TOTAL COMFORT SYSTEMS LLC","Rhome","Texas","76078","Rhome Texas, US-76078","817-238-9014","https://www.trane.com/residential/en/dealers/texas-total-comfort-systems-llc-rhome-tx/"
"Tex-Perts","San Antonio","Texas","78239","San Antonio Texas, US-78239","210-599-1200","https://www.trane.com/residential/en/dealers/tex-perts-san-antonio-tx/"
"Terrys Heating & Air Conditioning,Inc.","Twin Falls","Idaho","83301","Twin Falls Idaho, US-83301","208-734-4376","https://www.trane.com/residential/en/dealers/terrys-heating-and-air-conditioninginc-twin-falls-id/"
"Terry’s American","Oklahoma City","Oklahoma","73132","Oklahoma City Oklahoma, US-73132","405-354-1150","https://www.trane.com/residential/en/dealers/terrys-american-oklahoma-city-ok/"
"Terry Miller Service","Columbus","Georgia","31908","Columbus Georgia, US-31908","706-569-9552","https://www.trane.com/residential/en/dealers/terry-miller-service-columbus-ga/"
"Teplo Design, Inc. Heating and Air Conditioning","Barnegat","New Jersey","08005","Barnegat New Jersey, US-08005","732-766-1420","https://www.trane.com/residential/en/dealers/teplo-design-inc-heating-and-air-conditioning-barnegat-nj/"
"Tennessee Mechanical Corporation","Smyrna","Tennessee","37167","Smyrna Tennessee, US-37167","615-255-6677","https://www.trane.com/residential/en/dealers/tennessee-mechanical-corporation-smyrna-tn/"
"Temple Heating & Cooling, Inc.","Gilbert","South Carolina","29054","Gilbert South Carolina, US-29054","803-892-8367","https://www.trane.com/residential/en/dealers/temple-heating-and-cooling-inc-gilbert-sc/"
"Temperature Pro of San Antonio","San Antonio ","Texas","78258","San Antonio  Texas, US-78258","210-858-5566","https://www.trane.com/residential/en/dealers/temperature-pro-sanantonio-tx/"
"Temperature Design LLC","Mooresville","North Carolina","28115","Mooresville North Carolina, US-28115","704-360-2990","https://www.trane.com/residential/en/dealers/temperature-design-llc-mooresville-nc/"
"Temperature Control Specialties, Inc.","Camby","Indiana","46113","Camby Indiana, US-46113","317-247-7663","https://www.trane.com/residential/en/dealers/temperature-control-specialties-inc-camby-in/"
"Teegarden HVAC","Alexandria","Kentucky","41001","Alexandria Kentucky, US-41001","859-635-1658","https://www.trane.com/residential/en/dealers/teegarden-hvac-alexandria-ky/"
"Ted’s Electrical and HVAC LLC","Roxboro","North Carolina","27573","Roxboro North Carolina, US-27573","336-598-2787","https://www.trane.com/residential/en/dealers/teds-electrical-and-hvac-llc-roxboro-nc/"
"Ted Cook Heating Service","Mauldin","South Carolina","29662","Mauldin South Carolina, US-29662","864-320-6719","https://www.trane.com/residential/en/dealers/ted-cook-heating-service-mauldin-sc/"
"TDK COMFORT SYSTEMS, INC.","Chino Valley","Arizona","86323","Chino Valley Arizona, US-86323","928-636-0846","https://www.trane.com/residential/en/dealers/tdk-comfort-systems-inc-chino-valley-az/"
"TDI – TYLER","Tyler","Texas","75710","Tyler Texas, US-75710","903-597-8381","https://www.trane.com/residential/en/dealers/tdi-tyler-tyler-tx/"
"TDH Mechanical, Inc. – Saint Charles","Chicago","Illinois","60174","Chicago Illinois, US-60174","630-406-9082","https://www.trane.com/residential/en/dealers/tdh-mechanical-inc-saint-charles-il/"
"TDH Mechanical, Inc. – Elmhurst","Saint Charles","Illinois","60126","Saint Charles Illinois, US-60126","630-281-4339","https://www.trane.com/residential/en/dealers/tdh-mechanical-inc-elmhurst-il/"
"TDH Mechanical, Inc. – Chicago","Elmhurst","Illinois","60613","Elmhurst Illinois, US-60613","630-406-9082","https://www.trane.com/residential/en/dealers/tdh-mechanical-inc-chicago-il/"
"TCS A/C and Heating, Inc.","Montgomery","Texas","77301","Montgomery Texas, US-77301","936-228-0063","https://www.trane.com/residential/en/dealers/tcs-a-c-and-heating-inc-montgomery-tx/"
"Taylormade Heat and Air","Mckinney","Texas","75069","Mckinney Texas, US-75069","469-424-3404","https://www.trane.com/residential/en/dealers/taylormade-heat-and-air-mckinney-tx/"
"TASCO AIR CONDITIONING","San Antonio","Texas","78230","San Antonio Texas, US-78230","210-684-6200","https://www.trane.com/residential/en/dealers/tasco-air-conditioning-san-antonio-tx/"
"TAMPA BAY AIR COND.","Land O Lakes","Florida","34638","Land O Lakes Florida, US-34638","813-949-2114","https://www.trane.com/residential/en/dealers/tampa-bay-air-cond-land-o-lakes-fl/"
"T.J.’s Refrigeration, Inc.","Trinidad","Colorado","81082","Trinidad Colorado, US-81082","719-941-4967","https://www.trane.com/residential/en/dealers/tjs-refrigeration-inc-trinidad-co/"
"T.A. Kaiser Heating & Air, Inc.","Indianapolis","Indiana","46204","Indianapolis Indiana, US-46204","317-297-1622","https://www.trane.com/residential/en/dealers/ta-kaiser-heating-and-air-inc-inpolis-in/"
"T H Air Conditioning, Inc.","Houston","Texas","77041","Houston Texas, US-77041","713-896-1642","https://www.trane.com/residential/en/dealers/t-h-air-conditioning-inc-houston-tx/"
"T & T PLBG. & HTG.","Laotto","Indiana","46763","Laotto Indiana, US-46763","260-637-8244","https://www.trane.com/residential/en/dealers/t-and-t-plbg-and-htg-laotto-in/"
"Swiss Air, LLC","Utopia","Texas","78884","Utopia Texas, US-78884","830-966-5151","https://www.trane.com/residential/en/dealers/swiss-air-llc-utopia-tx/"
"Swinney’s A/C, Inc.","Booneville","Mississippi","38829","Booneville Mississippi, US-38829","662-728-6167","https://www.trane.com/residential/en/dealers/swinneys-a-c-inc-booneville-mississippi/"
"Swink Heating Air Cond. & Electric","Lone Grove","Oklahoma","73401","Lone Grove Oklahoma, US-73401","580-226-3544","https://www.trane.com/residential/en/dealers/swink-heating-air-cond-and-electric-lone-grove-ok/"
"Swift Air Mechanical, Inc.","Indianapolis","Indiana","46226","Indianapolis Indiana, US-46226","317-547-5355","https://www.trane.com/residential/en/dealers/swift-air-mechanical-inc-inpolis-in/"
"SWANSBORO HEATING & AIR","Swansboro","North Carolina","28584","Swansboro North Carolina, US-28584","910-326-3244","https://www.trane.com/residential/en/dealers/swansboro-heating-and-air-swansboro-nc/"
"Swann Mechanical Services","Canton","Georgia","30144","Canton Georgia, US-30144","770-790-0633","https://www.trane.com/residential/en/dealers/swann-mechanical-services-canton-ga/"
"SWAIM ELEC., HEAT & AC, INC.","Climax","North Carolina","27233","Climax North Carolina, US-27233","336-685-9722","https://www.trane.com/residential/en/dealers/swaim-elec-heat-and-ac-inc-climax-nc/"
"SureTemp Mechanical, Inc.","Sanford","North Carolina","27332","Sanford North Carolina, US-27332","919-777-0668","https://www.trane.com/residential/en/dealers/suretemp-mechanical-inc-sanford-nc/"
"SUPERIOR HEATING AND COOLING","Nokomis","Florida","34275","Nokomis Florida, US-34275","941-488-2560","https://www.trane.com/residential/en/dealers/superior-heating-and-cooling-nokomis-fl/"
"Superior Heating & Cooling, LLC","Orchard Park","New York","14127","Orchard Park New York, US-14127","716-834-0384","https://www.trane.com/residential/en/dealers/superior-heating-and-cooling-llc-orchard-park-ny/"
"Superior Comfort Inc","Bristol","Rhode Island","02809","Bristol Rhode Island, US-02809","401-396-9171","https://www.trane.com/residential/en/dealers/superior-comfort-inc-bristol-ri/"
"SUPERB MECHANICAL SERVICES, INC.","Naples","Florida","34104","Naples Florida, US-34104","239-643-5111","https://www.trane.com/residential/en/dealers/superb-mechanical-services-inc-naples-fl/"
"Sunstate Mechanical Contractors, Inc.","Tampa","Florida","33611","Tampa Florida, US-33611","813-657-8200","https://www.trane.com/residential/en/dealers/sunstate-mechanical-contractors-inc-tampa-fl/"
"Sunshine Heating & Air Cond.","Waupaca","Wisconsin","54981","Waupaca Wisconsin, US-54981","715-258-8507","https://www.trane.com/residential/en/dealers/sunshine-heating-and-air-cond-waupaca-wi/"
"Sun Country Heating & Cooling Inc.","Las Vegas","Nevada","89113","Las Vegas Nevada, US-89113","702-617-8159","https://www.trane.com/residential/en/dealers/sun-country-heating-and-cooling-inc-las-vegas-nv/"
"Sun City Plumbing & Heating Inc.","Las Cruces","New Mexico","88005","Las Cruces New Mexico, US-88005","575-526-9758","https://www.trane.com/residential/en/dealers/sun-city-plumbing-and-heating-inc-las-cruces-nm/"
"Sun A/C & Heating Co.","Stafford","Texas","77477","Stafford Texas, US-77477","281-499-3916","https://www.trane.com/residential/en/dealers/sun-a-c-and-heating-co-stafford-tx/"
"Sumrall A/C","Beaumont","Texas","77705","Beaumont Texas, US-77705","409-722-7024","https://www.trane.com/residential/en/dealers/sumrall-a-c-beaumont-tx/"
"Sullivan Heating & Cooling","Depew","New York","14043","Depew New York, US-14043","716-608-8139","https://www.trane.com/residential/en/dealers/sullivan-heating-and-cooling-depew-ny/"
"Sullivan Heating & Cooling","Perry","Georgia","31069","Perry Georgia, US-31069","478-987-5302","https://www.trane.com/residential/en/dealers/sullivan-heating-and-cooling-perry-ga/"
"Suburban Services Group  Inc.","Burnt Hills","New York","12027","Burnt Hills New York, US-12027","518-399-6808","https://www.trane.com/residential/en/dealers/suburban-services-group-inc-burnt-hills-ny/"
"STURM HEATING, INC.","Spokane","Washington","99202","Spokane Washington, US-99202","505-818-2320","https://www.trane.com/residential/en/dealers/sturm-heating-inc-spokane-wa/"
"Stuart Mechanical Service Inc","Buford","Georgia","30518","Buford Georgia, US-30518","770-813-1316","https://www.trane.com/residential/en/dealers/stuart-mechanical-service-inc-buford-ga/"
"STROOPS ACCURATE REF","Tullahoma","Tennessee","37388","Tullahoma Tennessee, US-37388","931-455-8757","https://www.trane.com/residential/en/dealers/stroops-accurate-ref-tullahoma-tn/"
"Straight Line Heating and Cooling","Paso Robles","California","93446","Paso Robles California, US-93446","805-286-8800","https://www.trane.com/residential/en/dealers/straight-line-heating-and-cooling-paso-robles-ca/"
"Stout Heating & Air Inc","Salisbury","North Carolina","28147","Salisbury North Carolina, US-28147","704-633-8095","https://www.trane.com/residential/en/dealers/stout-heating-and-air-inc-salisbury-nc/"
"Stop’s Plumbing & Heating","Land-O-Lakes","Wisconsin","54540","Land-O-Lakes Wisconsin, US-54540","715-547-3665","https://www.trane.com/residential/en/dealers/stops-plumbing-and-heating-land-o-lakes-wi/"
"STOKESDALE HEATING & A/C INC.","Stokesdale","North Carolina","27357","Stokesdale North Carolina, US-27357","336-643-7397","https://www.trane.com/residential/en/dealers/stokesdale-heating-and-a-c-inc-stokesdale-nc/"
"STIVERS HVAC","Lexington","Kentucky","40505","Lexington Kentucky, US-40505","859-226-0809","https://www.trane.com/residential/en/dealers/stivers-hvac-lexington-ky/"
"STEVES HEATING & COOLNG INC.","Florence","Kentucky","41042","Florence Kentucky, US-41042","859-647-8100","https://www.trane.com/residential/en/dealers/steves-heating-and-coolng-inc-florence-ky/"
"Steve’s Heating & Air Conditioning","Walnut","California","91789","Walnut California, US-91789","909-396-9602","https://www.trane.com/residential/en/dealers/steves-heating-and-air-conditioning-walnut-ca/"
"Steve Newell P&H","Saint Marys","Pennsylvania","15857","Saint Marys Pennsylvania, US-15857","814-781-7468","https://www.trane.com/residential/en/dealers/steve-newell-pandh-saint-marys-pa/"
"Stephens Heating & Cooling","Fountain Inn","South Carolina","29644","Fountain Inn South Carolina, US-29644","864-862-3104","https://www.trane.com/residential/en/dealers/stephens-heating-and-cooling-fountain-inn-sc/"
"STEDFAST HEAT & AIR","Cabot","Arkansas","72023","Cabot Arkansas, US-72023","501-843-4860","https://www.trane.com/residential/en/dealers/stedfast-heat-and-air-cabot-ar/"
"Statz Mechanical LLC","Rock Springs","Wisconsin","53961","Rock Springs Wisconsin, US-53961","608-524-3030","https://www.trane.com/residential/en/dealers/statz-mechanical-llc-rock-springs-wi/"
"STAR HEATING & COOLING, INC.","Harrisonburg","Virginia","22801","Harrisonburg Virginia, US-22801","540-433-1102","https://www.trane.com/residential/en/dealers/star-heating-and-cooling-inc-harrisonburg-va/"
"STAR CITY HEATING & COOLING","Lincoln","Nebraska","68507","Lincoln Nebraska, US-68507","402-464-7827","https://www.trane.com/residential/en/dealers/star-city-heating-and-cooling-lincoln-ne/"
"Stanley Best Heating & Air Inc","Maryville","Tennessee","37801","Maryville Tennessee, US-37801","865-982-4544","https://www.trane.com/residential/en/dealers/stanley-best-heating-and-air-inc-maryville-tn/"
"Standard Air & Heating","Sugar Land","Texas","77478","Sugar Land Texas, US-77478","281-980-2528","https://www.trane.com/residential/en/dealers/standard-air-and-heating-sugar-land-tx/"
"SS&B Heating & Cooling","Springfield","Missouri","65807","Springfield Missouri, US-65807","417-866-0990","https://www.trane.com/residential/en/dealers/ssandb-heating-and-cooling-springfield-mo/"
"SPRINGER BROS. AC & HTG, LLC","Auburndale","Florida","33823","Auburndale Florida, US-33823","863-967-0449","https://www.trane.com/residential/en/dealers/springer-bros-ac-and-htg-llc-auburndale-fl/"
"Spring Home Heating and Cooling Systems Inc.","Markham","Ontario","L3R1G6","Markham Ontario, CA-L3R1G6","416-272-8898","https://www.trane.com/residential/en/dealers/spring-home-heating-and-cooling-systems-inc-markham-ontario/"
"SPELL’S MECHANICAL SERVICES, INC.","Autryville","North Carolina","28318","Autryville North Carolina, US-28318","888-525-4804","https://www.trane.com/residential/en/dealers/spells-mechanical-services-inc-autryville-nc/"
"Speedy Electric & A/C","Midlothian","Texas","76065","Midlothian Texas, US-76065","214-382-0780","https://www.trane.com/residential/en/dealers/speedy-electric-and-a-c-midlothian-tx/"
"Speedy Air Conditioning, Inc.","Naples","Florida","34109","Naples Florida, US-34109","239-596-2645","https://www.trane.com/residential/en/dealers/speedy-air-conditioning-inc-naples-fl/"
"Spectrum A/C","Fort Myers","Florida","33917","Fort Myers Florida, US-33917","239-543-2722","https://www.trane.com/residential/en/dealers/spectrum-a-c-fort-myers-fl/"
"Southwest HVAC Inc","Downey","California","90241","Downey California, US-90241","562-425-4822","https://www.trane.com/residential/en/dealers/southwest-hvac-inc-downey-ca/"
"Southwest Heating and Cooling","Littleton","Colorado","80125","Littleton Colorado, US-80125","303-791-2679","https://www.trane.com/residential/en/dealers/southwest-heating-and-cooling-littleton-co/"
"Southwest Heating & Air","Pennington Gap","Virginia","24277","Pennington Gap Virginia, US-24277","276-546-5153","https://www.trane.com/residential/en/dealers/southwest-heating-and-air-pennington-gap-va/"
"Southwest Comfort Inc.","Omaha","Nebraska","68142","Omaha Nebraska, US-68142","402-963-9000","https://www.trane.com/residential/en/dealers/southwest-comfort-inc-omaha-ne/"
"SOUTHERN OREGON HEATING & AIR CONDITIONING INC","Medford","Oregon","97504","Medford Oregon, US-97504","541-773-8733","https://www.trane.com/residential/en/dealers/southern-oregon-heating-and-air-conditioning-inc-medford-or/"
