"title_name","address_country","street_address","address_locality","address_region","telephone","email","website_url","check_claimed_or_not","ratings","description","open_hours","categories","other_phone_no","other_websites","page_urls"
"Ponce Bank, Stuyvesant Town","US","319 1st Ave","New York","NY","(718) 931-9000","","https://branches.poncebank.com/ll/US/NY/New-York/319-1st-Avenue","Not Claimed","zero","Welcome to Ponce Bank Stuyvesant Town located in New York! Ponce Bank was born in The Bronx in 1960. Back then, most banks had abandoned what many perceived as a community in decline, but Ponce Bank saw nothing but potential. Proud of our neighbors, many with a strong immigrant work ethic and entrepreneurial spirit, we invested in the communities where help was needed most. Now we have 13 branches throughout The Bronx, Brooklyn, Queens, Manhattan, and New Jersey. We love our neighbors and we treat every customer as if they are our best customer.   If you love NY and want to be part of a Community Bank that puts 92 cents of every $1* back into your community, we are your bank.   De la comunidad. En la comunidad. Para la comunidad.  Of the community. In the Community. For the community.   *Source: Mighty Deposits","Regular Hours:Mon - Wed:9:00 am - 4:00 pm & Thu:9:00 am - 6:00 pm & Fri:9:00 am - 4:00 pm & Sat - SunClosed","Banks, Financial Planning Consultants, Financial Services, Mortgages","","https://branches.poncebank.com/ll/US/NY/New-York/319-1st-Avenue","https://www.yellowpages.com/new-york-ny/mip/ponce-bank-stuyvesant-town-551770254"
"Silicon Valley Bank","US","387 Park Ave S 2nd Fl","New York","NY","(212) 821-8972","clientservice@svb.com","https://www.svb.com/locations?office_id=284&utm_source=yext&utm_medium=organic&utm_campaign=yext-locations&y_source=1_MjUyNzA5My01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Silicon Valley Bank’s New York office is one of the locations where SVB helps innovative companies and their investors move bold ideas forward, fast. SVB provides targeted financial services and expertise through its offices in innovation centers around the world.","Regular Hours:Mon:8:00 am - 5:00 pm & SatClosed","Banks, Financial Services","Fax: (212) 688-5994","https://www.svb.com/","https://www.yellowpages.com/new-york-ny/mip/silicon-valley-bank-537721911"
"Habib Amer Bank","US","99 Madison Ave","New York","NY","(212) 532-4444","samin@habbank.com","http://www.habibamericanbank.com","Not Claimed","zero","Incorporated in 1983 Habib American Bank specializes in financial institution services, international trade finance and consumer banking services. Based in New York, N.Y., the company offers a wide array of products, such as personal checking accounts, individual retirement accounts, on-line internet banking, asset based lending, commercial and residential mortgages, Habib American bank access debit card, on-line bill pay and many more. Habib American Bank is a member of Federal Deposit Insurance Corporation (FDIC) and an Equal Housing Lender.","Regular Hours:Mon - Fri:9:00 am - 4:00 pm & Sat:10:00 am - 2:00 pm &","Banks, Commercial & Savings Banks","Phone: (212) 532-4313, Phone: (212) 481-8415, Fax: (212) 532-7136","http://www.habibamericanbank.com, http://habbank.com","https://www.yellowpages.com/new-york-ny/mip/habib-amer-bank-3004753"
"Investors Bank","US","267 5th Ave","New York","NY","(212) 252-8200","kdoyle@myinvestorsbank.com","https://locations.investorsbank.com/ny/new-york/267-5th-ave?utm_medium=yext&utm_source=extnet&utm_campaign=411&y_source=1_MTYyMDIzNDAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Claimed","zero","Investors Bank Flatiron welcomes you to enjoy our wide range of personal, small business and commercial banking solutions including checking accounts, savings accounts, mortgages and more. With more than 90 years of service in New Jersey and New York, Investors Bank has the financial strength and unparalleled commitment to provide value to our customers.","Regular Hours:Mon:9:00 am - 5:00 pm & Fri:9:00 am - 6:00 pm & Sat:9:00 am - 1:00 pm & SunClosed","Banks, Commercial & Savings Banks, Financial Services","","https://www.investorsbank.com, https://www.investorsbank.com/Request-An-Appointment/","https://www.yellowpages.com/new-york-ny/mip/investors-bank-481311488"
"Servet Wealth Management","US","132 W 31st St Fl 9","New York","NY","(646) 473-5800","","http://servetwealthmanagement.com","Not Claimed","zero","We invite you to discover and experience the power of our services. We believe it has far-reaching benefits for our clients to get opinions from several sources with diverse backgrounds, education, and experience. No one strategy fits everyone, which is why every client gets our undivided attentionâ??from planning to execution to follow-up. We take a proactive approach to helping you develop a strategy to address your financial goals and objectives, using the most efficient methods available. Recognizing that everyone encounters challenges along the way, we strive to anticipate and address those situations as they occur. We want to keep you on track toward a meaningful and purpose-driven financial future.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/servet-wealth-management-555533408"
"Sapphire Wealth Advisory Group","US","2 Park Ave Ste 300","New York","NY","(646) 432-7875","","http://sapphirewealthbuilders.com","Not Claimed","zero","At Sapphire Wealth Advisory Group, we serve as your financial advisor and source of support. Our advisors are dedicated to simplifying the complexities of the financial world, and as your advocate, we strive to learn about your most-valued goals and dreams. From individual investors to entrepreneurs, our services are designed for your success.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/sapphire-wealth-advisory-group-568383274"
"Empire Wealth Strategies","US","2 Park Ave Ste 300","New York","NY","(212) 697-1355","","https://www.ewsny.com","Not Claimed","zero","Empire Wealth Strategies is a financial services firm with roots tracing back to 1967. Our strong values and shared commitment are essential to how we work together as an organization and with those we serve. Our primary goal is to help you, your family and your business prepare for a secure financial future by creating an experience that you and your loved ones will be proud of.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/empire-wealth-strategies-542380166"
"Bank of Hope","US","16 W 32nd St","New York","NY","(212) 279-2790","","https://www.bankofhope.com","Claimed","zero","Serving the New York area with local expertise, we at Bank of Hope are capable of meeting more of your banking needs, offering a comprehensive list of commercial and consumer products and services  – including small business lending, residential mortgage, credit cards, multifamily loans, equipment lease financing, foreign currency, among others. Stop by our branch to speak with our team of professionals today.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/bank-of-hope-531218869"
"Synup Logo","US","New York Ny","New York","NY","(987) 674-7267","","","Not Claimed","zero","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","Do you know the hours for this business?","Banks","","","https://www.yellowpages.com/new-york-ny/mip/synup-logo-571147092"
"National Securities Corporation","US","132 W 36th St Rm 510","New York","NY","(646) 722-7772","","https://www.paulcammareri.com","Not Claimed","zero","Who We Are We understand that individuals face unique financial challenges at every stage of life. Together, we can help take the mystery out of finding your ideal tomorrow. Whether your goal is preparing for retirement, college savings, or estate strategy, our personalized service focuses on your needs, wants, and financial goals and objectives. Our professionals have over a century of combined experience in financial services. With our knowledge and your goals, a sound financial strategy is more attainable than you might think. No matter where you may be on your journey, we look forward to helping you cross that finish line.","Regular Hours:Mon - Fri:8:00 am - 5:00 pm &","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/national-securities-corporation-549225404"
"Helaba Bank","US","420 5th Ave","New York","NY","(212) 703-5200","Ritter@helaba.com","","Not Claimed","zero","Helaba offers financial services to companies, banks, institutional investors and the public sector, both within Germany and internationally. At the same time, it acts as central clearing institution and service provider for 40 per cent of German savings banks.Frankfurter Sparkasse, the leading retail bank in the Rhine-Main region, is a wholly-owned subsidiary of Helaba. The Helaba Group also comprises the online bank 1822direkt, LBS Hessen-Thringen and WIBank. The latter implements development programmes of the State of Hesse.Helaba operates from its headquarters in Frankfurt am Main and Erfurt, while it maintains branches in Dusseldorf and Kassel as well as offices in Berlin, Stuttgart and Munich. On an international level, the bank acts through branches and representative offices in Paris, London, New York, Madrid, Moscow, Shanghai and Stockholm.Above and beyond its activities in the financial sector, Helaba is also involved in various projects to support culture, education, the environment, sport and social issues.","Do you know the hours for this business?","Banks","Phone: (212) 703-5256, Phone: (212) 703-5249, Fax: (212) 703-5256, TollFree: (800) 424-9129","","https://www.yellowpages.com/new-york-ny/mip/helaba-bank-453340274"
"First Republic Bank","US","410 10th Ave","New York","NY","(212) 822-7788","","","Claimed","zero","Founded in 1985, First Republic and its subsidiaries offer private banking, private business banking and private wealth management. First Republic specializes in delivering exceptional, relationship-based service and provides a complete line of products, including residential, commercial and personal loans, deposit services, and private wealth management, including investment, brokerage, insurance, trust and foreign exchange services. Services are offered through preferred banking or wealth management offices primarily in San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach and San Diego, California; Portland, Oregon; Bellevue, Washington; Jackson, Wyoming; Palm Beach, Florida; Boston, Massachusetts; Greenwich, Connecticut; and New York, New York. First Republic is a constituent of the S&P 500 Index and KBW Nasdaq Bank Index. For more information, visit firstrepublic.com.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Financial Services","","","https://www.yellowpages.com/new-york-ny/mip/first-republic-bank-561815859"
"Claris Advisors","US","1375 Broadway Ste 550","New York","NY","(888) 778-5746","","http://www.clarisadvisorsllc.com/about_us","Not Claimed","zero","How We Work The professionals of Claris Advisors specialize in identifying solutions for the planning challenges faced by hard working, successful business owners, professionals, executives, and retirees â?? all responsible, respected leaders in their professions, industries, and communities. As advisors, we have developed a thorough understanding of the unique problems and opportunities that confront this unique group of people. This, coupled with extensive knowledge of and experience with innovative planning strategies, translates into an ability to offer you the information and advice you need to help make educated decisions.","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/claris-advisors-569546809"
